ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Unit,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
984,"Serbia, Rep. of",RS,SRB,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Domestic Currency,0,0,,,,,,,633400000,844200000,1142800000,3502700000,3973300000,4017400000,5742600000,8520000000,7042700000,4867300000,5186100000,7579820000,6019520000,7479350000,,,,,
985,"Serbia, Rep. of",RS,SRB,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Percent of GDP,0,0,,,,,,,0.05,0.06,0.06,0.16,0.16,0.14,0.19,0.26,0.19,0.13,0.13,0.18,0.14,0.17,,,,,
986,"Serbia, Rep. of",RS,SRB,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Domestic Currency,,,,,,,,,,,1293100000,1275100000,1447800000,1513600000,2588500000,2370700000,4468500000,4949300000,6073300000,7862840000,7504890000,8959070000,,,,,
987,"Serbia, Rep. of",RS,SRB,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Percent of GDP,,,,,,,,,,,0.07,0.06,0.06,0.05,0.08,0.07,0.12,0.13,0.15,0.19,0.17,0.2,,,,,
988,"Serbia, Rep. of",RS,SRB,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Domestic Currency,,,,,,,,,,,6065600000,6530200000,7738700000,8869200000,9667000000,10157700000,10851900000,11504000000,10619800000,11045680000,11782700000,12600050000,,,,,
989,"Serbia, Rep. of",RS,SRB,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Percent of GDP,,,,,,,,,,,0.33,0.3,0.31,0.3,0.32,0.31,0.3,0.3,0.26,0.27,0.27,0.28,,,,,
990,Seychelles,SC,SYC,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Domestic Currency,,,,,,,,,,,,,,422930000,452640000,586970000,678640000,684560000,647250000,730380000,783670000,875120000,1025950000,966020000,1034620000,,
991,Seychelles,SC,SYC,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Percent of GDP,,,,,,,,,,,,,,4.62,3.92,5.01,5.14,4.71,4.04,4.27,4.27,4.61,4.92,4.49,4.66,,
992,Seychelles,SC,SYC,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Domestic Currency,,,,,,,,,,,,,,245010000,317440000,392770000,447980000,450040000,441860000,472390000,492510000,530870000,654760000,609230000,628400000,,
993,Seychelles,SC,SYC,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Percent of GDP,,,,,,,,,,,,,,2.68,2.75,3.36,3.39,3.1,2.76,2.76,2.69,2.79,3.14,2.83,2.83,,
994,Seychelles,SC,SYC,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
995,Seychelles,SC,SYC,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
996,Seychelles,SC,SYC,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
997,Seychelles,SC,SYC,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
998,Seychelles,SC,SYC,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Domestic Currency,,,,,,,,,,,,,,177920000,135190000,194200000,230660000,234510000,205390000,257990000,291160000,344250000,371190000,356790000,406230000,,
999,Seychelles,SC,SYC,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Percent of GDP,,,,,,,,,,,,,,1.95,1.17,1.66,1.75,1.62,1.28,1.51,1.59,1.81,1.78,1.66,1.83,,
1000,Singapore,SG,SGP,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Domestic Currency,,,,,,,,,,,,,,,,,,,,,985000000,1099600000,1290900000,1270400000,,,
1001,Singapore,SG,SGP,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.23261630047508,0.249644127709908,0.272390216234659,0.249835249149894,,,
1002,Singapore,SG,SGP,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Domestic Currency,,,,,,,,,,,,,,,,,,,,,586000000,597400000,827800000,784100000,,,
1003,Singapore,SG,SGP,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.138388986881621,0.135628775822025,0.174672415368387,0.154200109302922,,,
1004,Singapore,SG,SGP,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,
1005,Singapore,SG,SGP,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,
1006,Singapore,SG,SGP,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,
1007,Singapore,SG,SGP,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,
1008,Singapore,SG,SGP,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Domestic Currency,,,,,,,,,,,,,,,,,,,,,399000000,502200000,463100000,486300000,,,
1009,Singapore,SG,SGP,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.094227313593459,0.114015351887883,0.0977178008662722,0.095635139846972,,,
1010,Slovak Rep.,SK,SVK,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Domestic Currency,471370000,483970000,515360000,531910000,588350000,736470000,715940000,879750000,1072520000,1217540000,1269220000,1353780000,1434730000,1517740000,1381070000,1398500000,1431290000,1415600000,1508010000,1534340000,1612530000,1645800000,1707560000,1885710000,1920210000,1748240000,
1011,Slovak Rep.,SK,SVK,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Percent of GDP,2.38,2.2,2.11,1.99,2.06,2.33,2.08,2.36,2.59,2.64,2.51,2.4,2.27,2.21,2.15,2.04,2,1.93,2.03,2.02,2.02,2.03,2.02,2.11,2.04,1.9,
1012,Slovak Rep.,SK,SVK,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Domestic Currency,403870000,404870000,434510000,443500000,499930000,616540000,582590000,695980000,874100000,1012780000,1050990000,1095130000,1125870000,1200390000,1072900000,1077030000,1114030000,1094940000,1154130000,1175790000,1265760000,1300610000,1358580000,1536830000,1560030000,1377530000,
1013,Slovak Rep.,SK,SVK,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Percent of GDP,2.04,1.84,1.78,1.66,1.75,1.95,1.7,1.86,2.11,2.19,2.08,1.94,1.78,1.75,1.67,1.57,1.56,1.49,1.56,1.55,1.58,1.61,1.61,1.72,1.66,1.5,
1014,Slovak Rep.,SK,SVK,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Domestic Currency,20430000,28410000,26640000,27230000,27710000,41320000,52460000,100610000,115230000,120870000,121940000,148980000,154550000,152390000,152480000,152270000,155460000,160600000,173920000,171840000,173870000,168140000,169210000,170930000,169260000,167820000,
1015,Slovak Rep.,SK,SVK,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Percent of GDP,0.1,0.13,0.11,0.1,0.1,0.13,0.15,0.27,0.28,0.26,0.24,0.26,0.24,0.22,0.24,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.2,0.19,0.18,0.18,
1016,Slovak Rep.,SK,SVK,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Domestic Currency,0,170000,170000,170000,130000,170000,200000,1730000,1770000,1770000,1800000,3030000,30440000,28600000,30940000,41480000,27620000,26600000,33880000,35660000,30560000,31630000,29550000,22930000,28880000,2740000,
1017,Slovak Rep.,SK,SVK,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0,
1018,Slovak Rep.,SK,SVK,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Domestic Currency,47070000,50520000,54040000,61010000,60580000,78430000,80690000,81430000,81420000,82120000,94500000,106630000,123870000,136360000,124750000,127720000,134180000,133450000,146080000,151060000,142350000,145420000,150220000,155030000,162050000,200160000,
1019,Slovak Rep.,SK,SVK,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Percent of GDP,0.24,0.23,0.22,0.23,0.21,0.25,0.23,0.22,0.2,0.18,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.2,0.2,0.18,0.18,0.18,0.17,0.17,0.22,
1020,"Slovenia, Rep. of",SI,SVN,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Domestic Currency,428490000,513520000,630800000,813110000,749360000,562060000,686170000,767070000,848930000,920260000,932630000,946530000,1044560000,1115740000,1305730000,1348440000,1365540000,1484340000,1638940000,1671280000,1785590000,1875360000,1903990000,1883940000,1938530000,1695150000,
1021,"Slovenia, Rep. of",SI,SVN,Environmental Taxes,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTE,Environmental Taxes,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes",Percent of GDP,4.06,4.23,4.56,5.3,4.35,2.98,3.24,3.26,3.31,3.33,3.2,3.01,2.98,2.94,3.6,3.71,3.68,4.09,4.5,4.44,4.6,4.64,4.43,4.11,4.01,3.61,
1022,"Slovenia, Rep. of",SI,SVN,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Domestic Currency,403430000,487890000,573540000,705050000,629900000,452630000,566040000,621350000,646740000,696920000,699410000,718920000,797420000,870220000,1096320000,1130100000,1146930000,1241740000,1329960000,1357800000,1451090000,1532380000,1552330000,1522760000,1553020000,1334240000,
1023,"Slovenia, Rep. of",SI,SVN,Taxes on Energy (including fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEN,Taxes on Energy (Including Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Energy (Including Fuel for Transport)",Percent of GDP,3.82,4.02,4.15,4.59,3.66,2.4,2.68,2.64,2.53,2.52,2.4,2.28,2.27,2.29,3.02,3.11,3.09,3.43,3.65,3.61,3.73,3.79,3.61,3.32,3.21,2.84,
1024,"Slovenia, Rep. of",SI,SVN,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Domestic Currency,6390000,3980000,32370000,67730000,62190000,36380000,36780000,49050000,81270000,78540000,80980000,68490000,61020000,61830000,56360000,58910000,56900000,81140000,129080000,127730000,142450000,150360000,151760000,150900000,150630000,137450000,
1025,"Slovenia, Rep. of",SI,SVN,Taxes on Pollution,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTEP,Taxes on Pollution,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Pollution",Percent of GDP,0.06,0.03,0.23,0.44,0.36,0.19,0.17,0.21,0.32,0.28,0.28,0.22,0.17,0.16,0.16,0.16,0.15,0.22,0.35,0.34,0.37,0.37,0.35,0.33,0.31,0.29,
1026,"Slovenia, Rep. of",SI,SVN,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Domestic Currency,600000,820000,1940000,2050000,3270000,4210000,5170000,14100000,16350000,14240000,25010000,23840000,29640000,31450000,28300000,32970000,35690000,37560000,40510000,40770000,44690000,42770000,41530000,42640000,44120000,43820000,
1027,"Slovenia, Rep. of",SI,SVN,Taxes on Resources,"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTER,Taxes on Resources,"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Resources",Percent of GDP,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.05,0.09,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.09,0.09,0.09,
1028,"Slovenia, Rep. of",SI,SVN,Taxes on Transport (excluding fuel for transport),"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR. Accessed on 2022-10-05; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.",ECGTET,Taxes on Transport (Excluding Fuel for Transport),"Environment, Climate Change, Government Policy, Taxes, Environmental Taxes, Taxes on Transport (Excluding Fuel for Transport)",Domestic Currency,18080000,20840000,22950000,38270000,54010000,68840000,78180000,82570000,104580000,130550000,127230000,135280000,156480000,152240000,124740000,126470000,126020000,123900000,139380000,144980000,147360000,149840000,158370000,167650000,190760000,179650000,
